"reitur" "tow_nr" "smareitur" "start_lat" "start_lon" "end_lat" "end_lon" "start_tow_depth" "end_tow_depth" "warp" "tow_length" "tow_vert_open" "tow_horiz_open" "gridcell" "station"
"210" 721 2 1 67.3069444444444 -21.7513888888889 67.3402777777778 -21.8458333333333 393 379 370 3 5.6 120 7211 7210278
"211" 721 3 1 67.4152777777778 -21.6241666666667 67.4144444444445 -21.7522222222222 500 505 530 3 5.6 127 7211 7210378
"212" 722 1 1 67.4363888888889 -22.5722222222222 67.4419444444444 -22.7 468 461 520 3 5.6 125 7221 7220178
"213" 722 71 2 67.2805555555556 -22.1944444444444 67.2555555555556 -22.0944444444444 362 376 390 3 5.6 113 7222 7227178
"214" 723 1 2 67.3880555555556 -23.2933333333333 67.3613888888889 -23.4083333333333 452 458 500 3 5.7 125 7232 7230178
"215" 723 2 1 67.2894444444444 -23.5458333333333 67.2508333333333 -23.6372222222222 395 401 425 3 5.7 122 7231 7230278
"216" 724 2 3 67.0138888888889 -24.9152777777778 67.055 -24.8522222222222 942 974 990 3 5.5 129 7243 7240278
"217" 768 2 4 67.6358333333333 -18.0925 67.6688888888889 -18.1897222222222 897 986 940 3 5.5 132 7684 7680278
"218" 769 1 2 67.8316666666667 -19.1013888888889 67.7897222222222 -19.1866666666667 895 787 880 3 5.6 131 7692 7690178
"219" 769 2 3 67.6911111111111 -19.5105555555556 67.6538888888889 -19.5977777777778 443 428 440 3 5.7 122 7693 7690278
"220" 769 3 4 67.5019444444444 -19.1227777777778 67.5133333333333 -18.9847222222222 489 410 440 3 5.6 117 7694 7690378
"221" 770 1 4 67.6869444444444 -20.3366666666667 67.7366666666667 -20.3222222222222 587 701 660 3 5.6 129 7704 7700178
"222" 770 2 2 67.7952777777778 -20.4055555555556 67.8366666666667 -20.4697222222222 816 884 900 3 5.7 132 7702 7700278
"223" 770 3 4 67.5602777777778 -20.5069444444444 67.5502777777778 -20.3680555555556 425 377 400 3 5.7 113 7704 7700378
"224" 770 4 3 67.6286111111111 -20.7416666666667 67.5997222222222 -20.6355555555556 551 490 500 3 5.6 126 7703 7700478
"225" 771 2 1 67.8233333333333 -21.7125 67.8188888888889 -21.5813888888889 774 729 825 3 5.6 132 7711 7710278
"226" 771 3 2 67.8 -21.4297222222222 67.7672222222222 -21.32 809 825 860 3 5.7 132 7712 7710378
"227" 771 21 3 67.5916666666667 -21.8097222222222 67.6416666666667 -21.8069444444444 620 644 650 3 5.6 127 7713 7712178
"228" 772 1 3 67.6861111111111 -23.0183333333333 67.7205555555556 -22.9238888888889 739 752 750 3 5.7 131 7723 7720178
